,title,studio,domestic_gross,year,production_budget,tconst,runtime_minutes,genres,averagerating,numvotes,profit,roi
764,Jack the Giant Slayer,,65187603.0,2013,195000000.0,tt1351685,114.0,"Adventure,Fantasy",6.3,123127,-129812397.0,-66.57046
765,The Secret Life of Walter Mitty,Fox,58200000.0,2013,,tt0359950,114.0,"Adventure,Comedy,Drama",7.3,275300,,
766,12 Years a Slave,FoxS,56700000.0,2013,,tt2024544,134.0,"Biography,Drama,History",8.1,577301,,
767,Lee Daniels' The Butler,Wein.,116600000.0,2013,,tt1327773,132.0,"Biography,Drama",7.2,102468,,
768,Identity Thief,Uni.,134500000.0,2013,,tt2024432,111.0,"Adventure,Comedy,Crime",5.7,115624,,
769,Identity Thief,,134506920.0,2013,35000000.0,tt2024432,111.0,"Adventure,Comedy,Crime",5.7,115624,99506920.0,284.30548571428574
770,Anchorman 2: The Legend Continues,Par.,125200000.0,2013,,tt1229340,119.0,Comedy,6.3,156116,,
771,Olympus Has Fallen,FD,98900000.0,2013,,tt2302755,119.0,"Action,Thriller",6.5,235443,,
772,Lone Survivor,Uni.,125100000.0,2013,,tt1091191,121.0,"Action,Biography,Drama",7.5,246641,,
773,47 Ronin,Uni.,38400000.0,2013,,tt1335975,128.0,"Action,Adventure,Drama",6.3,135754,,
774,Mama,Uni.,71600000.0,2013,,tt2023587,100.0,"Horror,Thriller",6.2,158487,,
775,Escape Plan,LG/S,25100000.0,2013,,tt1211956,115.0,"Action,Crime,Mystery",6.7,211587,,
776,Last Vegas,CBS,63900000.0,2013,,tt1204975,105.0,"Comedy,Drama",6.6,121409,,
777,2 Guns,Uni.,75600000.0,2013,,tt1272878,109.0,"Action,Comedy,Crime",6.7,182025,,
778,2 Guns,,75612460.0,2013,61000000.0,tt1272878,109.0,"Action,Comedy,Crime",6.7,182025,14612460.0,23.954852459016394
779,Ender's Game,LG/S,61700000.0,2013,,tt1731141,114.0,"Action,Adventure,Fantasy",6.6,211722,,
780,Ender's Game,,61737191.0,2013,110000000.0,tt1731141,114.0,"Action,Adventure,Fantasy",6.6,211722,-48262809.0,-43.87528090909091
781,Prisoners,WB,61000000.0,2013,,tt1392214,153.0,"Crime,Drama,Mystery",8.1,526273,,
782,Saving Mr. Banks,BV,83300000.0,2013,,tt2140373,125.0,"Biography,Comedy,Drama",7.5,140678,,
783,Warm Bodies,LG/S,66400000.0,2013,,tt1588173,98.0,"Comedy,Horror,Romance",6.9,208709,,
784,Warm Bodies,,66380662.0,2013,30000000.0,tt1588173,98.0,"Comedy,Horror,Romance",6.9,208709,36380662.0,121.26887333333333
785,Personal Tailor,CL,376000.0,2013,,tt2992152,118.0,"Comedy,Drama",5.2,1008,,
786,Free Birds,Rela.,55800000.0,2013,,tt1621039,91.0,"Adventure,Animation,Comedy",5.9,20934,,
787,Free Birds,,55750480.0,2013,55000000.0,tt1621039,91.0,"Adventure,Animation,Comedy",5.9,20934,750480.0,1.364509090909091
788,Gangster Squad,WB,46000000.0,2013,,tt1321870,113.0,"Action,Crime,Drama",6.7,195560,,
789,Philomena,Wein.,37700000.0,2013,,tt2431286,98.0,"Biography,Comedy,Drama",7.6,88704,,
790,Instructions Not Included,LGF,44500000.0,2013,,tt2378281,115.0,"Comedy,Drama",7.6,26866,,
791,Riddick,Uni.,42000000.0,2013,,tt1411250,119.0,"Action,Adventure,Sci-Fi",6.4,144821,,
792,Riddick,,42025135.0,2013,38000000.0,tt1411250,119.0,"Action,Adventure,Sci-Fi",6.4,144821,4025135.0,10.592460526315788
793,Safe Haven,Rela.,71300000.0,2013,,tt1702439,115.0,"Drama,Romance,Thriller",6.7,97055,,
794,Blue Jasmine,SPC,33400000.0,2013,,tt2334873,98.0,Drama,7.3,179453,,
795,The Mortal Instruments: City of Bones,SGem,31200000.0,2013,,tt1538403,130.0,"Action,Fantasy,Horror",5.9,121936,,
796,The Internship,Fox,44700000.0,2013,,tt2234155,119.0,Comedy,6.3,179817,,
797,The Internship,,44672764.0,2013,58000000.0,tt2234155,119.0,Comedy,6.3,179817,-13327236.0,-22.977993103448277
798,The Purge,Uni.,64500000.0,2013,,tt2184339,85.0,"Horror,Thriller",5.7,183549,,
799,The Purge,,64473115.0,2013,3000000.0,tt2184339,85.0,"Horror,Thriller",5.7,183549,61473115.0,2049.103833333333
800,Dhoom 3,Yash,8000000.0,2013,,tt1833673,172.0,"Action,Thriller",5.4,40466,,
801,About Time,Uni.,15300000.0,2013,,tt2194499,123.0,"Comedy,Drama,Fantasy",7.8,263136,,
802,About Time,,15323921.0,2013,12000000.0,tt2194499,123.0,"Comedy,Drama,Fantasy",7.8,263136,3323921.0,27.699341666666665
803,Scary Movie 5,W/Dim.,32000000.0,2013,,tt0795461,86.0,Comedy,3.5,60139,,
804,R.I.P.D.,Uni.,33600000.0,2013,,tt0790736,96.0,"Action,Adventure,Comedy",5.6,109078,,
805,Tiny Times,CL,23500.0,2013,,tt3043630,116.0,"Drama,Romance",3.0,2028,,
806,The Book Thief,Fox,21500000.0,2013,,tt0816442,131.0,"Drama,War",7.6,119023,,
807,The Book Thief,,21488481.0,2013,19000000.0,tt0816442,131.0,"Drama,War",7.6,119023,2488481.0,13.097268421052632
808,August: Osage County,Wein.,37700000.0,2013,,tt1322269,121.0,"Comedy,Drama",7.2,79383,,
809,The Best Man Holiday,Uni.,70500000.0,2013,,tt2083355,123.0,"Comedy,Drama",6.7,13967,,
810,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,2013,,tt2992146,134.0,"Action,Adventure,Drama",6.5,3944,,
811,The Counselor,Fox,17000000.0,2013,,tt2193215,117.0,"Crime,Drama,Thriller",5.3,92096,,
812,The Call,TriS,51900000.0,2013,,tt1911644,94.0,"Crime,Drama,Horror",6.7,103780,,
813,The Call,TriS,51900000.0,2013,,tt2926868,25.0,Documentary,7.9,12,,
814,The Grandmaster,Wein.,6600000.0,2013,,tt1462900,130.0,"Action,Biography,Drama",6.6,28781,,
815,Runner Runner,Fox,19300000.0,2013,,tt2364841,88.0,"Crime,Thriller",5.6,58235,,
816,Runner Runner,,19316646.0,2013,30000000.0,tt2364841,88.0,"Crime,Thriller",5.6,58235,-10683354.0,-35.61118
817,Kick-Ass 2,Uni.,28800000.0,2013,,tt1650554,103.0,"Action,Comedy,Crime",6.6,238832,,
818,A Haunted House,ORF,40000000.0,2013,,tt2243537,86.0,"Comedy,Fantasy",5.1,40308,,
819,Dallas Buyers Club,Focus,27300000.0,2013,,tt0790636,117.0,"Biography,Drama",8.0,402462,,
820,Dallas Buyers Club,,27298285.0,2013,5000000.0,tt0790636,117.0,"Biography,Drama",8.0,402462,22298285.0,445.96569999999997
821,The Face Reader,PM&E,516000.0,2013,,tt3008014,140.0,"Drama,History",6.9,1754,,
822,Delivery Man,BV,30700000.0,2013,,tt2387559,105.0,"Comedy,Drama",6.4,70706,,
823,The Berlin File,CJ,665000.0,2013,,tt2357377,120.0,"Action,Thriller",6.6,5930,,
824,The Last Stand,LGF,12100000.0,2013,,tt1549920,107.0,"Action,Thriller",6.4,126623,,
825,Texas Chainsaw 3D,LGF,34300000.0,2013,,tt1572315,92.0,"Horror,Thriller",4.8,41784,,
826,Texas Chainsaw 3D,,34341945.0,2013,20000000.0,tt1572315,92.0,"Horror,Thriller",4.8,41784,14341945.0,71.709725
827,The Big Wedding,LGF,21800000.0,2013,,tt1931435,89.0,"Comedy,Drama,Romance",5.6,44221,,
828,Parker,FD,17600000.0,2013,,tt1904996,118.0,"Action,Crime,Thriller",6.2,105529,,
829,The World's End,Focus,26000000.0,2013,,tt1213663,109.0,"Action,Comedy,Sci-Fi",7.0,235308,,
830,Grudge Match,WB,29800000.0,2013,,tt1661382,113.0,"Comedy,Drama,Sport",6.4,54080,,
831,Homefront,ORF,20200000.0,2013,,tt2312718,100.0,"Action,Thriller",6.5,98549,,
832,Homefront,ORF,20200000.0,2013,,tt2558484,111.0,Drama,7.7,17,,
833,Snitch,LG/S,42900000.0,2013,,tt0882977,112.0,"Action,Drama,Thriller",6.5,78142,,
834,Jobs,ORF,16100000.0,2013,,tt2357129,128.0,"Biography,Drama",5.9,88788,,
835,Inside Llewyn Davis,CBS,13200000.0,2013,,tt2042568,104.0,"Drama,Music",7.5,123759,,
836,Inside Llewyn Davis,,13248209.0,2013,11000000.0,tt2042568,104.0,"Drama,Music",7.5,123759,2248209.0,20.438263636363637
837,Movie 43,Rela.,8800000.0,2013,,tt1333125,94.0,Comedy,4.3,92980,,
838,Kevin Hart: Let Me Explain,LG/S,32200000.0,2013,,tt2609912,75.0,"Comedy,Documentary",6.8,7880,,
839,Kevin Hart: Let Me Explain,,32244051.0,2013,2500000.0,tt2609912,75.0,"Comedy,Documentary",6.8,7880,29744051.0,1189.7620399999998
840,Don Jon,Rela.,24500000.0,2013,,tt2229499,90.0,"Comedy,Drama,Romance",6.6,216350,,
841,I Give It a Year,Magn.,34700.0,2013,,tt2244901,97.0,"Comedy,Romance",5.7,34091,,
842,Nebraska,Par.,17700000.0,2013,,tt1821549,115.0,"Adventure,Comedy,Drama",7.7,105304,,
843,The Incredible Burt Wonderstone,WB (NL),22500000.0,2013,,tt0790628,100.0,"Adventure,Comedy,Fantasy",5.9,67549,,
844,Mandela: Long Walk to Freedom,Wein.,8300000.0,2013,,tt2304771,141.0,"Biography,Drama,History",7.1,25027,,
845,Khumba,MNE,1000.0,2013,,tt1487931,85.0,"Adventure,Animation,Family",5.7,4984,,
846,Khumba,,0.0,2013,15000000.0,tt1487931,85.0,"Adventure,Animation,Family",5.7,4984,-15000000.0,-100.0
847,Dark Skies,W/Dim.,17400000.0,2013,,tt2387433,97.0,"Horror,Sci-Fi,Thriller",6.3,65754,,
848,Enough Said,FoxS,17600000.0,2013,,tt2390361,93.0,"Comedy,Drama,Romance",7.0,55698,,
849,Trance,FoxS,2300000.0,2013,,tt1924429,101.0,"Crime,Drama,Mystery",6.9,104951,,
850,Trance,,2322593.0,2013,16000000.0,tt1924429,101.0,"Crime,Drama,Mystery",6.9,104951,-13677407.0,-85.48379375
851,Baggage Claim,FoxS,21600000.0,2013,,tt1171222,96.0,Comedy,5.1,8296,,
852,Diana,EOne,335000.0,2013,,tt1758595,113.0,"Biography,Drama,Romance",5.5,17608,,
853,The Great Beauty,Jan.,2900000.0,2013,,tt2358891,141.0,Drama,7.8,72297,,
854,Broken City,Fox,19700000.0,2013,,tt1235522,109.0,"Crime,Drama,Thriller",6.2,71704,,
855,The Bling Ring,A24,5800000.0,2013,,tt2132285,90.0,"Biography,Crime,Drama",5.6,77726,,
856,Dead Man Down,FD,10900000.0,2013,,tt2101341,118.0,"Action,Crime,Drama",6.5,61238,,
857,Dead Man Down,,10895295.0,2013,30000000.0,tt2101341,118.0,"Action,Crime,Drama",6.5,61238,-19104705.0,-63.68235
858,Admission,Focus,18000000.0,2013,,tt1814621,107.0,"Comedy,Drama,Romance",5.7,31849,,
859,Fruitvale Station,Wein.,16100000.0,2013,,tt2334649,85.0,"Biography,Drama,Romance",7.5,68187,,
860,Battle of the Year,SGem,8900000.0,2013,,tt1532958,110.0,"Drama,Music",5.1,8769,,
861,Out of the Furnace,Rela.,11300000.0,2013,,tt1206543,116.0,"Crime,Drama,Thriller",6.8,99037,,
862,Out of the Furnace,,11330849.0,2013,22000000.0,tt1206543,116.0,"Crime,Drama,Thriller",6.8,99037,-10669151.0,-48.496140909090904
863,The Last Exorcism Part II,CBS,15200000.0,2013,,tt2034139,88.0,"Drama,Horror,Thriller",4.0,15124,,
864,The Last Exorcism Part II,,15179303.0,2013,4000000.0,tt2034139,88.0,"Drama,Horror,Thriller",4.0,15124,11179303.0,279.482575
865,Machete Kills,ORF,8000000.0,2013,,tt2002718,107.0,"Action,Crime,Sci-Fi",5.6,69968,,
866,Journey to the South Pacific,Imax,7600000.0,2013,,tt3195742,40.0,Documentary,6.5,145,,
867,Paranoia,Rela.,7400000.0,2013,,tt1413495,106.0,"Drama,Thriller",5.7,33149,,
868,All Is Lost,RAtt.,6300000.0,2013,,tt2017038,106.0,"Action,Adventure,Drama",6.9,70888,,
869,Stoker,FoxS,1700000.0,2013,,tt1682180,99.0,"Drama,Thriller",6.8,97393,,
870,Stoker,,1703125.0,2013,12000000.0,tt1682180,99.0,"Drama,Thriller",6.8,97393,-10296875.0,-85.80729166666666
871,Before Midnight,SPC,8100000.0,2013,,tt2209418,109.0,"Drama,Romance",7.9,123107,,
872,Only God Forgives,RTWC,779000.0,2013,,tt1602613,90.0,"Crime,Drama",5.7,100318,,
873,The Past,SPC,1300000.0,2013,,tt2404461,130.0,"Drama,Mystery",7.8,41191,,
874,Jerusalem,NGE,8000000.0,2013,,tt2385006,44.0,Documentary,7.3,1056,,
875,The Fifth Estate,BV,3300000.0,2013,,tt1837703,128.0,"Biography,Drama,Thriller",6.2,36392,,
876,Metallica Through the Never,PH,3400000.0,2013,,tt2172935,93.0,Music,7.2,15592,,
877,Pulling Strings,LGF,5800000.0,2013,,tt3203890,111.0,"Comedy,Romance",6.0,1644,,
878,Black Nativity,FoxS,7000000.0,2013,,tt1425922,93.0,"Drama,Family,Music",4.6,1901,,
879,Blue Is the Warmest Color,IFC,2200000.0,2013,,tt2278871,180.0,"Drama,Romance",7.8,124409,,
880,The Spectacular Now,A24,6900000.0,2013,,tt1714206,95.0,"Comedy,Drama,Romance",7.1,133887,,
881,The Spectacular Now,,6852971.0,2013,2500000.0,tt1714206,95.0,"Comedy,Drama,Romance",7.1,133887,4352971.0,174.11884
882,Believe,ORF,6200000.0,2013,,tt2009606,96.0,"Drama,Sport",5.7,695,,
883,Closed Circuit,Focus,5800000.0,2013,,tt2218003,96.0,"Crime,Drama,Mystery",6.2,20442,,
884,Fists of Legend,CJ,134000.0,2013,,tt2828840,154.0,Action,6.9,966,,
885,Chennai Express,UTV,5300000.0,2013,,tt2112124,141.0,"Action,Comedy",6.1,44841,,
886,20 Feet from Stardom,RTWC,4900000.0,2013,,tt2396566,91.0,"Documentary,Music",7.4,11312,,
887,Commitment,WGUSA,76500.0,2013,,tt3144098,113.0,"Action,Drama",6.8,2499,,
888,Yeh Jawaani Hai Deewani,Eros,3800000.0,2013,,tt2178470,160.0,"Comedy,Drama,Musical",7.1,33971,,
889,The East,FoxS,2300000.0,2013,,tt1869716,116.0,"Adventure,Drama,Thriller",6.8,46804,,
890,The Christmas Candle,ELS,2300000.0,2013,,tt2739338,100.0,"Drama,Family",6.2,1538,,
891,Krrish 3,Eros,2200000.0,2013,,tt1029231,152.0,"Action,Adventure,Sci-Fi",5.3,18891,,
892,Austenland,SPC,2200000.0,2013,,tt1985019,97.0,"Comedy,Romance",6.3,17898,,
893,Bhaag Milkha Bhaag,Relbig.,1600000.0,2013,,tt2356180,186.0,"Biography,Drama,Sport",8.2,54802,,
894,Lovelace,RTWC,357000.0,2013,,tt1426329,93.0,"Biography,Drama",6.2,35957,,
895,Race 2,UTV,1600000.0,2013,,tt1375789,150.0,"Action,Crime,Thriller",5.3,14049,,
896,The Kings of Summer,CBS,1300000.0,2013,,tt2179116,95.0,"Adventure,Comedy,Drama",7.2,73230,,
897,The Invisible Woman,SPC,1200000.0,2013,,tt1700845,111.0,"Biography,Drama,History",6.2,8692,,
898,Ain't Them Bodies Saints,IFC,397000.0,2013,,tt2388637,96.0,"Crime,Drama,Romance",6.4,19464,,
899,Kill Your Darlings,SPC,1000000.0,2013,,tt1311071,104.0,"Biography,Drama,Romance",6.5,32625,,
900,Short Term 12,Cdgm.,1000000.0,2013,,tt2370248,96.0,Drama,8.0,73063,,
901,Generation Iron,TVC,850000.0,2013,,tt2205904,106.0,"Documentary,Drama,Sport",7.1,7128,,
902,Satyagraha,UTV,739000.0,2013,,tt2275802,152.0,Drama,6.0,4559,,
903,Besharam,Relbig.,680000.0,2013,,tt2576450,143.0,"Action,Comedy,Romance",3.6,4925,,
904,Salinger,Wein.,584000.0,2013,,tt1596753,120.0,Documentary,6.7,2314,,
905,Walking the Camino: Six Ways to Santiago,FEF,613000.0,2013,,tt2406422,84.0,"Adventure,Documentary",7.3,269,,
906,Lootera,Eros,582000.0,2013,,tt2224317,136.0,"Drama,Romance",7.3,13416,,
907,Sound City,Vari.,423000.0,2013,,tt2306745,107.0,"Documentary,Music",7.8,11439,,
908,Grand Masti,Eros,414000.0,2013,,tt2476154,137.0,"Comedy,Drama,Romance",4.4,5338,,
909,The Armstrong Lie,SPC,383000.0,2013,,tt1638364,124.0,"Biography,Documentary,Sport",7.3,6850,,
910,Shootout at Wadala,Eros,370000.0,2013,,tt2301155,155.0,"Action,Crime",5.9,5610,,
911,Adore,EXCL,319000.0,2013,,tt2103267,112.0,"Drama,Romance",6.2,29703,,
912,Go Goa Gone,Eros,298000.0,2013,,tt2436516,108.0,"Action,Adventure,Comedy",6.6,10397,,
913,Himmatwala,UTV,271000.0,2013,,tt2344678,150.0,"Action,Comedy,Drama",1.7,7384,,
914,ABCD (Any Body Can Dance),UTV,222000.0,2013,,tt2321163,160.0,"Drama,Music",6.4,5695,,
915,ABCD (Any Body Can Dance),,222098.0,2013,1900000.0,tt2321163,160.0,"Drama,Music",6.4,5695,-1677902.0,-88.31063157894738
916,Ghanchakkar,UTV,203000.0,2013,,tt2246724,137.0,"Comedy,Crime,Thriller",5.7,4374,,
917,R... Rajkumar,Eros,167000.0,2013,,tt2369154,146.0,Action,5.2,4769,,
918,Rangeelay,Eros,148000.0,2013,,tt2821880,129.0,"Action,Comedy,Drama",5.0,159,,
919,Ek Thi Daayan,Eros,112000.0,2013,,tt2406676,135.0,"Horror,Romance,Thriller",5.7,3555,,
920,The English Teacher,Cdgm.,105000.0,2013,,tt2055765,93.0,"Comedy,Drama",5.8,11145,,
921,Man of Tai Chi,RTWC,100000.0,2013,,tt2016940,105.0,"Action,Drama",6.1,32991,,
922,Passion,EOne,92200.0,2013,,tt3220576,95.0,Drama,5.3,21,,
923,The Rooftop,WGUSA,85800.0,2013,,tt2901548,120.0,"Action,Comedy,Drama",5.9,907,,
924,We Are What We Are,EOne,81400.0,2013,,tt2309021,105.0,"Drama,Horror,Thriller",5.9,18381,,
925,My Lucky Star,CL,64400.0,2013,,tt2102502,114.0,"Action,Adventure,Comedy",5.1,404,,
926,The Canyons,IFC,56800.0,2013,,tt2292959,99.0,"Drama,Thriller",3.8,9838,,
927,The Canyons,,59671.0,2013,250000.0,tt2292959,99.0,"Drama,Thriller",3.8,9838,-190329.0,-76.1316
928,Table No. 21,Eros,46700.0,2013,,tt2229842,108.0,"Adventure,Thriller",7.1,10185,,
929,Killing Season,MNE,39900.0,2013,,tt1480295,91.0,"Action,Drama,Thriller",5.4,33570,,
930,Ip Man: The Final Fight,WGUSA,37900.0,2013,,tt2495118,100.0,"Action,Biography,Drama",6.2,9630,,
931,Camille Claudel 1915,KL,35300.0,2013,,tt2018086,95.0,"Biography,Drama",6.5,2794,,
932,Bastards,IFC,24500.0,2013,,tt2821088,100.0,"Drama,Romance",6.1,2890,,
933,V/H/S/2,Magn.,21800.0,2013,,tt2450186,96.0,"Horror,Thriller",6.1,33319,,
934,The Look of Love,IFC,21300.0,2013,,tt1951216,101.0,"Biography,Comedy,Drama",6.0,6263,,
935,A Wedding Invitation,CJ,14400.0,2013,,tt2910520,101.0,"Drama,Romance",6.1,404,,
936,Red Obsession,A23,13200.0,2013,,tt2419284,75.0,"Documentary,History,News",6.7,1167,,
937,The Selfish Giant,IFC,12200.0,2013,,tt2304426,91.0,Drama,7.3,10682,,
938,Charlie Countryman,MNE,11700.0,2013,,tt1196948,103.0,"Comedy,Drama,Romance",6.4,25356,,
939,So Young,CL,11200.0,2013,,tt2765340,131.0,Drama,6.4,1806,,
940,Welcome to the Punch,IFC,9700.0,2013,,tt1684233,99.0,"Action,Crime,Thriller",6.1,30538,,
941,Finding Mr. Right,CL,6900.0,2013,,tt2169322,121.0,Comedy,6.4,2027,,
942,Paradise: Hope,Strand,6700.0,2013,,tt2371834,92.0,Drama,6.7,3795,,
943,I Spit on Your Grave 2,Anch.,800.0,2013,,tt2537176,106.0,"Horror,Thriller",5.7,24100,,
944,Transformers: Age of Extinction,Par.,245400000.0,2014,,tt2109248,165.0,"Action,Adventure,Sci-Fi",5.7,283486,,
945,The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,2014,,tt2310332,144.0,"Adventure,Fantasy",7.4,438621,,
946,Guardians of the Galaxy,BV,333200000.0,2014,,tt2015381,121.0,"Action,Adventure,Comedy",8.1,948394,,
947,Guardians of the Galaxy,,333172112.0,2014,170000000.0,tt2015381,121.0,"Action,Adventure,Comedy",8.1,948394,163172112.0,95.98359529411765
948,Maleficent,BV,241400000.0,2014,,tt1587310,97.0,"Action,Adventure,Family",7.0,305832,,
949,The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,2014,,tt1951265,123.0,"Action,Adventure,Sci-Fi",6.6,379050,,
950,X-Men: Days of Future Past,Fox,233900000.0,2014,,tt1877832,132.0,"Action,Adventure,Sci-Fi",8.0,620079,,
951,Captain America: The Winter Soldier,BV,259800000.0,2014,,tt1843866,136.0,"Action,Adventure,Sci-Fi",7.8,666252,,
952,Captain America: The Winter Soldier,,259746958.0,2014,170000000.0,tt1843866,136.0,"Action,Adventure,Sci-Fi",7.8,666252,89746958.0,52.792328235294114
953,Dawn of the Planet of the Apes,Fox,208500000.0,2014,,tt2103281,130.0,"Action,Adventure,Drama",7.6,390199,,
954,The Amazing Spider-Man 2,Sony,202900000.0,2014,,tt1872181,142.0,"Action,Adventure,Sci-Fi",6.6,388363,,
955,The Amazing Spider-Man 2,,202853933.0,2014,200000000.0,tt1872181,142.0,"Action,Adventure,Sci-Fi",6.6,388363,2853933.0,1.4269665
956,Interstellar,Par.,188000000.0,2014,,tt0816692,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,,
957,Interstellar,,188017894.0,2014,165000000.0,tt0816692,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,23017894.0,13.950238787878789
958,Big Hero 6,BV,222500000.0,2014,,tt2245084,102.0,"Action,Adventure,Animation",7.8,371204,,
959,Big Hero 6,,222527828.0,2014,165000000.0,tt2245084,102.0,"Action,Adventure,Animation",7.8,371204,57527828.0,34.865350303030304
960,How to Train Your Dragon 2,Fox,177000000.0,2014,,tt1646971,102.0,"Action,Adventure,Animation",7.8,278205,,
961,American Sniper,WB,350100000.0,2014,,tt2179136,133.0,"Action,Biography,Drama",7.3,401915,,
962,Rio 2,Fox,131500000.0,2014,,tt2357291,101.0,"Adventure,Animation,Comedy",6.3,72209,,
963,Lucy,Uni.,126700000.0,2014,,tt2872732,89.0,"Action,Sci-Fi,Thriller",6.4,403194,,
964,Penguins of Madagascar,Fox,83400000.0,2014,,tt1911658,92.0,"Adventure,Animation,Comedy",6.7,72551,,
965,Edge of Tomorrow,WB,100200000.0,2014,,tt1631867,113.0,"Action,Sci-Fi",7.9,546284,,
966,Edge of Tomorrow,,100206256.0,2014,178000000.0,tt1631867,113.0,"Action,Sci-Fi",7.9,546284,-77793744.0,-43.70435056179775
967,Gone Girl,Fox,167800000.0,2014,,tt2267998,149.0,"Drama,Mystery,Thriller",8.1,761592,,
968,Gone Girl,,167767189.0,2014,61000000.0,tt2267998,149.0,"Drama,Mystery,Thriller",8.1,761592,106767189.0,175.02817868852458
969,Night at the Museum: Secret of the Tomb,Fox,113700000.0,2014,,tt2692250,98.0,"Adventure,Comedy,Family",6.2,93103,,
970,Noah,Par.,101200000.0,2014,,tt1959490,138.0,"Action,Adventure,Drama",5.8,229326,,
971,The Maze Runner,Fox,102400000.0,2014,,tt1790864,113.0,"Action,Mystery,Sci-Fi",6.8,387038,,
972,22 Jump Street,Sony,191700000.0,2014,,tt2294449,112.0,"Action,Comedy,Crime",7.0,319504,,
973,Divergent,LG/S,150900000.0,2014,,tt1840309,139.0,"Action,Adventure,Mystery",6.7,399703,,
974,Mr. Peabody & Sherman,Fox,111500000.0,2014,,tt0864835,92.0,"Adventure,Animation,Comedy",6.8,57277,,
975,Mr. Peabody & Sherman,,111506430.0,2014,145000000.0,tt0864835,92.0,"Adventure,Animation,Comedy",6.8,57277,-33493570.0,-23.09901379310345
976,Neighbors,Uni.,150200000.0,2014,,tt2004420,97.0,Comedy,6.3,266020,,
977,Neighbors,,150086800.0,2014,18000000.0,tt2004420,97.0,Comedy,6.3,266020,132086800.0,733.8155555555555
978,Exodus: Gods and Kings,Fox,65000000.0,2014,,tt1528100,150.0,"Action,Adventure,Drama",6.0,150858,,
979,Annabelle,WB (NL),84300000.0,2014,,tt3322940,99.0,"Horror,Mystery,Thriller",5.4,122039,,
980,Annabelle,,84273813.0,2014,6500000.0,tt3322940,99.0,"Horror,Mystery,Thriller",5.4,122039,77773813.0,1196.5202
981,The Imitation Game,Wein.,91100000.0,2014,,tt2084970,114.0,"Biography,Drama,Thriller",8.0,620834,,
982,Non-Stop,Uni.,92200000.0,2014,,tt2024469,106.0,"Action,Mystery,Thriller",7.0,234717,,
983,Dracula Untold,Uni.,56300000.0,2014,,tt0829150,92.0,"Action,Drama,Fantasy",6.3,164829,,
984,The Expendables 3,LGF,39300000.0,2014,,tt2333784,126.0,"Action,Adventure,Thriller",6.1,156432,,
985,Into the Woods,BV,128000000.0,2014,,tt2180411,125.0,"Adventure,Comedy,Drama",6.0,123577,,
986,Journey to the West,Magn.,18100.0,2014,,tt3521442,56.0,Drama,6.8,656,,
987,Need for Speed,BV,43600000.0,2014,,tt2369135,132.0,"Action,Crime,Thriller",6.5,154909,,
988,The Equalizer,Sony,101500000.0,2014,,tt0455944,132.0,"Action,Crime,Thriller",7.2,302302,,
989,Breakup Buddies,CL,778000.0,2014,,tt3890264,116.0,"Comedy,Drama,Romance",6.4,1199,,
990,The Grand Budapest Hotel,FoxS,59300000.0,2014,,tt2278388,99.0,"Adventure,Comedy,Crime",8.1,633604,,
991,The Grand Budapest Hotel,,59076019.0,2014,31000000.0,tt2278388,99.0,"Adventure,Comedy,Crime",8.1,633604,28076019.0,90.56780322580646
992,Dumb and Dumber To,Uni.,86200000.0,2014,,tt2096672,109.0,"Adventure,Comedy",5.6,118646,,
993,Unbroken,Uni.,115600000.0,2014,,tt1809398,137.0,"Biography,Drama,Sport",7.2,129981,,
994,The Monuments Men,Sony,78000000.0,2014,,tt2177771,118.0,"Comedy,Drama,History",6.1,117638,,
995,The Monuments Men,,78031620.0,2014,70000000.0,tt2177771,118.0,"Comedy,Drama,History",6.1,117638,8031620.0,11.473742857142858
996,Ride Along,Uni.,134900000.0,2014,,tt1408253,99.0,"Action,Comedy,Crime",6.2,94529,,
997,Planes: Fire & Rescue,BV,59200000.0,2014,,tt2980706,83.0,"Adventure,Animation,Comedy",6.0,15273,,
998,Let's Be Cops,Fox,82400000.0,2014,,tt1924435,104.0,"Comedy,Crime",6.4,121633,,
999,Jack Ryan: Shadow Recruit,Par.,50600000.0,2014,,tt1205537,105.0,"Action,Drama,Thriller",6.2,114913,,
1000,Blended,WB,46300000.0,2014,,tt1086772,117.0,"Comedy,Romance",6.5,106491,,
1001,Sex Tape,Sony,38500000.0,2014,,tt1956620,94.0,"Comedy,Romance",5.1,100520,,
