,index,title,production_budget,domestic_gross,worldwide_gross,year,studio,runtime_minutes,genres,averagerating,numvotes,profit,roi
576,1378,The Proposal,40000000.0,163958031.0,314709717, 2009,,,,,,274709717.0,686.7742925
577,2878,Saw 3D,17000000.0,45710178.0,133735284, 2010,,,,,,116735284.0,686.6781411764705
578,3552,Lady Bird,10000000.0,48958273.0,78610769,2017,,,,,,68610769.0,686.1076899999999
579,1483,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190, 2017,,,,,,274101190.0,685.252975
580,3864,Splash,8000000.0,62599495.0,62599495,1984,,,,,,54599495.0,682.4936875
581,1085,Robin Hood: Prince of Thieves,50000000.0,165493908.0,390500000, 1991,,,,,,340500000.0,681.0
582,5747,The Terrorist,25000.0,195043.0,195043, 2000,,,,,,170043.0,680.172
583,262,Harry Potter and the Sorcererâs Stone,125000000.0,317871467.0,975047606, 2001,,,,,,850047606.0,680.0380848
584,5229,Sands of Iwo Jima,1000000.0,7800000.0,7800000, 1949,,,,,,6800000.0,680.0
585,3606,Paranormal Activity: The Ghost Dimension,10000000.0,18297124.0,77959374, 2015,,,,,,67959374.0,679.59374
586,4553,Perfectos Desconocidos,4000000.0,0.0,31166312, 2017,,,,,,27166312.0,679.1578000000001
587,1389,The Conjuring 2: The Enfield Poltergeist,40000000.0,102470008.0,311262102, 2016,,,,,,271262102.0,678.155255
588,4123,The Wrestler,6000000.0,26238243.0,46634275, 2008,,,,,,40634275.0,677.2379166666667
589,2123,Kindergarten Cop,26000000.0,91457688.0,202000000, 1990,,,,,,176000000.0,676.9230769230769
590,3470,Jackass: Number Two,11000000.0,72778712.0,85278712, 2006,,,,,,74278712.0,675.2610181818181
591,4698,Before Midnight,3000000.0,8110621.0,23251930, 2013,,,,,,20251930.0,675.0643333333334
592,2125,Philadelphia,26000000.0,77324422.0,201324422, 1993,,,,,,175324422.0,674.3247
593,3404,House of Flying Daggers,12000000.0,11050094.0,92863945,2004,,,,,,80863945.0,673.8662083333334
594,1853,Million Dollar Baby,30000000.0,100492203.0,231928227, 2004,,,,,,201928227.0,673.09409
595,3424,Gwoemul,12000000.0,2201923.0,92618117,2007,,,,,,80618117.0,671.8176416666668
596,2501,Beverly Hills Chihuahua,20000000.0,94514402.0,154218168,2008,,,,,,134218168.0,671.09084
597,5760,Breaking Upwards,15000.0,115592.0,115592,2010,,,,,,100592.0,670.6133333333333
598,4915,Touching the Void,2000000.0,4593598.0,15396525, 2004,,,,,,13396525.0,669.8262500000001
599,5537,It Happened One Night,325000.0,2500000.0,2500000, 1934,,,,,,2175000.0,669.2307692307693
600,2507,Free Willy,20000000.0,77698625.0,153698625, 1993,,,,,,133698625.0,668.493125
601,263,Harry Potter and the Deathly Hallows: Part I,125000000.0,296131568.0,960431568, 2010,,,,,,835431568.0,668.3452543999999
602,112,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799, 2018,,,,,,1135772799.0,668.1016464705882
603,4275,The Lazarus Effect,5000000.0,25801570.0,38359310, 2015,,,,,,33359310.0,667.1862
604,33,Jurassic World,215000000.0,652270625.0,1648854864, 2015,,,,,,1433854864.0,666.9092390697674
605,5434,To Save a Life,500000.0,3777210.0,3824868, 2010,,,,,,3324868.0,664.9736
606,843,The Lego Movie,60000000.0,257784718.0,457729388,2014,,,,,,397729388.0,662.8823133333333
607,1839,Big Daddy,30000000.0,163479795.0,228641283, 1999,,,,,,198641283.0,662.13761
608,3247,Justin Bieber: Never Say Never,13000000.0,73013910.0,99034125, 2011,,,,,,86034125.0,661.8009615384615
609,844,300,60000000.0,210614939.0,454161935,2007,,,,,,394161935.0,656.9365583333333
610,3476,Dead Man Walking,11000000.0,39387284.0,83088295, 1995,,,,,,72088295.0,655.3481363636363
611,4203,Tom yum goong,5700000.0,12044087.0,43044087,2006,,,,,,37344087.0,655.1594210526316
612,2682,Mononoke-hime,20000000.0,2374107.0,150350000, 1999,,,,,,130350000.0,651.75
613,4217,Don Jon,5500000.0,24477704.0,41268579, 2013,,,,,,35768579.0,650.3378
614,3512,La famille BÃ©lier,11000000.0,0.0,82438670,2015,,,,,,71438670.0,649.4424545454546
615,2929,Road Trip,16000000.0,68525609.0,119739110, 2000,,,,,,103739110.0,648.3694375
616,770,Saving Private Ryan,65000000.0,216335085.0,485035085, 1998,,,,,,420035085.0,646.2078230769231
617,5071,The Squid and the Whale,1500000.0,7372734.0,11191423,2005,,,,,,9691423.0,646.0948666666667
618,3394,About Time,12000000.0,15323921.0,89309178,2013,,,,,,77309178.0,644.24315
619,2727,Sausage Party,19000000.0,97670358.0,141344255, 2016,,,,,,122344255.0,643.9171315789474
620,632,Madagascar,75000000.0,193595521.0,556559566, 2005,,,,,,481559566.0,642.0794213333334
621,304,Star Wars Ep. III: Revenge of the Sith,115000000.0,380270577.0,848998877, 2005,,,,,,733998877.0,638.2598930434782
622,3469,Fried Green Tomatoes,11000000.0,81204830.0,81204830, 1991,,,,,,70204830.0,638.2257272727272
623,2869,I Know What You Did Last Summer,17000000.0,72250091.0,125250091, 1997,,,,,,108250091.0,636.7652411764706
624,5375,Aqua Teen Hunger Force Colon Movie Film for Theaters,750000.0,5520368.0,5520368, 2007,,,,,,4770368.0,636.0490666666666
625,302,Venom,116000000.0,213511408.0,853628605,2018,,,,,,737628605.0,635.8867284482758
626,3251,The Butterfly Effect,13000000.0,57924679.0,95638592, 2004,,,,,,82638592.0,635.6814769230768
627,3179,My Bloody Valentine,14000000.0,51545952.0,102836002, 2009,,,,,,88836002.0,634.5428714285714
628,538,The Hangover Part II,80000000.0,254464305.0,586464305, 2011,,,,,,506464305.0,633.08038125
629,4004,Fargo,7000000.0,24567751.0,51204567,1996,,,,,,44204567.0,631.4938142857143
630,4119,West Side Story,6000000.0,43700000.0,43700000, 1961,,,,,,37700000.0,628.3333333333334
631,2768,Mean Girls,18000000.0,86047227.0,130953026, 2004,,,,,,112953026.0,627.5168111111111
632,679,The Simpsons Movie,72500000.0,183135014.0,527071022, 2007,,,,,,454571022.0,626.9945131034483
633,4568,A Man for All Seasons,3900000.0,28350000.0,28350000, 1966,,,,,,24450000.0,626.9230769230769
634,2170,Scooby-Doo 2: Monsters Unleashed,25000000.0,84185387.0,181185387, 2004,,,,,,156185387.0,624.741548
635,1589,We're the Millers,37000000.0,150394119.0,267816276,2013,,,,,,230816276.0,623.827772972973
636,968,Sex and the City,57500000.0,152647258.0,415247258, 2008,,,,,,357747258.0,622.1691443478261
637,2034,Straight Outta Compton,28000000.0,161197785.0,202182981, 2015,,,,,,174182981.0,622.0820749999999
638,1628,True Grit,35000000.0,171243005.0,252276928, 2010,,,,,,217276928.0,620.7912228571429
639,4266,The Robe,5000000.0,36000000.0,36008303, 1953,,,,,,31008303.0,620.16606
640,5041,The Lunchbox,1700000.0,4231500.0,12231500, 2014,,,,,,10531500.0,619.5
641,2332,Scream 2,24000000.0,101363301.0,172363301, 1997,,,,,,148363301.0,618.1804208333333
642,4894,Eighth Grade,2000000.0,13539710.0,14341016, 2018,,,,,,12341016.0,617.0508
643,135,Aquaman,160000000.0,335061807.0,1146894640, 2018,,,,,,986894640.0,616.80915
644,1769,A Few Good Men,33000000.0,141340178.0,236500000, 1992,,,,,,203500000.0,616.6666666666667
645,5409,Per qualche dollaro in piÃ¹,600000.0,4300000.0,4300000, 1967,,,,,,3700000.0,616.6666666666667
646,314,Deadpool 2,110000000.0,324591735.0,786680557, 2018,,,,,,676680557.0,615.1641427272727
647,2119,Paul Blart: Mall Cop,26000000.0,146336178.0,185904750, 2009,,,,,,159904750.0,615.0182692307692
648,3998,Capote,7000000.0,28750530.0,49924079, 2005,,,,,,42924079.0,613.2011285714285
649,3777,Happy Death Day 2U,9000000.0,28051045.0,64179495, 2019,,,,,,55179495.0,613.1055
650,775,The Matrix,65000000.0,171479930.0,463517383, 1999,,,,,,398517383.0,613.1036661538461
651,4136,The Possession of Hannah Grace,6000000.0,14836174.0,42785387, 2018,,,,,,36785387.0,613.0897833333333
652,3472,If I Stay,11000000.0,50474843.0,78356170, 2014,,,,,,67356170.0,612.3288181818182
653,3367,Paper Towns,12000000.0,32000304.0,85450484, 2015,,,,,,73450484.0,612.0873666666666
654,3360,Overboard,12000000.0,50316123.0,85369830,2018,,,,,,73369830.0,611.41525
655,1846,District 9,30000000.0,115646235.0,212453431, 2009,,,,,,182453431.0,608.1781033333334
656,3402,Das Boot,12000000.0,11487676.0,84970337, 1982,,,,,,72970337.0,608.0861416666667
657,1375,Wedding Crashers,40000000.0,209218368.0,283218368, 2005,,,,,,243218368.0,608.04592
658,1849,Ace Ventura: When Nature Calls,30000000.0,108360063.0,212400000, 1995,,,,,,182400000.0,608.0
659,4405,Sling Blade,4833610.0,24475416.0,34175000, 1996,,,,,,29341390.0,607.0284942310199
660,4675,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000.0,21163999.0,21163999,1985,,,,,,18163999.0,605.4666333333333
661,4146,The Lady in the Van,6000000.0,10021175.0,42320503, 2016,,,,,,36320503.0,605.3417166666667
662,5390,Half Nelson,700000.0,2697938.0,4911725, 2006,,,,,,4211725.0,601.675
663,3555,Hereditary,10000000.0,44069456.0,70133905,2018,,,,,,60133905.0,601.33905
664,1630,Rush Hour,35000000.0,141186864.0,245300000, 1998,,,,,,210300000.0,600.8571428571429
665,2528,The Jungle Book 2,20000000.0,47901582.0,140122225, 2003,,,,,,120122225.0,600.611125
666,4120,Around the World in 80 Days,6000000.0,42000000.0,42000000, 1956,,,,,,36000000.0,600.0
667,5509,Quinceanera,400000.0,1692693.0,2797199,2006,,,,,,2397199.0,599.29975
668,4676,A Room with a View,3000000.0,20966644.0,20966644,1986,,,,,,17966644.0,598.8881333333334
669,2048,For Your Eyes Only,28000000.0,54800000.0,195300000, 1981,,,,,,167300000.0,597.5
670,4267,Freddyâs Dead: The Final Nightmare,5000000.0,34872033.0,34872033, 1991,,,,,,29872033.0,597.44066
671,4926,Waltz with Bashir,2000000.0,2283849.0,13912289, 2008,,,,,,11912289.0,595.6144499999999
672,4494,Saving Grace,4000000.0,12178602.0,27786849,2000,,,,,,23786849.0,594.671225
673,1096,Peter Rabbit,50000000.0,115234093.0,347136477,2018,,,,,,297136477.0,594.272954
674,5389,Rize,700000.0,3278611.0,4857731, 2005,,,,,,4157731.0,593.9615714285713
675,3238,Der Untergang,13500000.0,5501940.0,93631744, 2005,,,,,,80131744.0,593.5684740740741
676,990,Fifty Shades Darker,55000000.0,114434010.0,381398492, 2017,,,,,,326398492.0,593.4518036363636
677,5729,Smiling Fish and Goat on Fire,40000.0,277233.0,277233, 2000,,,,,,237233.0,593.0825
678,3477,Cruel Intentions,11000000.0,38665260.0,76238901,1999,,,,,,65238901.0,593.0809181818182
679,1788,Elf,32000000.0,173840591.0,220678483,2003,,,,,,188678483.0,589.620259375
680,5553,Ayurveda: Art of Being,300000.0,16892.0,2066892, 2002,,,,,,1766892.0,588.9639999999999
681,3351,Act of Valor,12000000.0,70012847.0,82497035, 2012,,,,,,70497035.0,587.4752916666667
682,3553,Precious (Based on the Novel Push by Sapphire),10000000.0,47566524.0,68722848,2009,,,,,,58722848.0,587.22848
683,3587,One Direction: This is Us,10000000.0,28873374.0,68541786, 2013,,,,,,58541786.0,585.41786
684,2175,Cloverfield,25000000.0,80048433.0,171302226, 2008,,,,,,146302226.0,585.208904
685,3526,2001: A Space Odyssey,10500000.0,59936321.0,71928046,1968,,,,,,61428046.0,585.0290095238095
686,4786,Friday the 13th Part VII: The New Blood,2800000.0,19170001.0,19170001, 1988,,,,,,16370001.0,584.6428928571428
687,1066,Catch Me if You Can,52000000.0,164606800.0,355612291, 2002,,,,,,303612291.0,583.8697903846154
688,5503,Metropolitan,430000.0,2938000.0,2938000,1990,,,,,,2508000.0,583.2558139534884
689,1328,Rambo: First Blood Part II,44000000.0,150415432.0,300400000, 1985,,,,,,256400000.0,582.7272727272727
690,6,Avengers: Infinity War,300000000.0,678815482.0,2048134200, 2018,,,,,,1748134200.0,582.7114
691,3598,Skyline,10000000.0,21416355.0,68264973, 2010,,,,,,58264973.0,582.64973
692,1217,Taken 3,48000000.0,89256424.0,327656424,2015,,,,,,279656424.0,582.6175499999999
693,2874,Pitch Perfect,17000000.0,65001093.0,116044347, 2012,,,,,,99044347.0,582.613805882353
694,3567,The Boy,10000000.0,35819556.0,68220952, 2016,,,,,,58220952.0,582.20952
695,2121,The 40 Year-old Virgin,26000000.0,109449237.0,177344230, 2005,,,,,,151344230.0,582.0931923076923
696,2082,Octopussy,27500000.0,67900000.0,187500000, 1983,,,,,,160000000.0,581.8181818181819
697,627,Dr. Seussâ The Grinch,75000000.0,270620950.0,511002426,2018,,,,,,436002426.0,581.336568
698,777,Les Miserables,65000000.0,148809770.0,442169052, 2012,,,,,,377169052.0,580.2600799999999
699,156,Zootopia,150000000.0,341268248.0,1019429616,2016,,,,,,869429616.0,579.6197440000001
700,1825,Moonraker,31000000.0,70300000.0,210300000, 1979,,,,,,179300000.0,578.3870967741935
701,5334,Lowriders,916000.0,6179955.0,6188421, 2017,,,,,,5272421.0,575.5918122270742
702,3995,Darkness Falls,7000000.0,32539681.0,47289758, 2003,,,,,,40289758.0,575.5679714285714
703,996,Fifty Shades Freed,55000000.0,100407760.0,371350619,2018,,,,,,316350619.0,575.1829436363637
704,26,The Avengers,225000000.0,623279547.0,1517935897,2012,,,,,,1292935897.0,574.6381764444444
705,41,Black Panther,200000000.0,700059566.0,1348258224, 2018,,,,,,1148258224.0,574.129112
706,4304,Y Tu MamÃ¡ TambiÃ©n,5000000.0,13649881.0,33649881, 2002,,,,,,28649881.0,572.99762
707,1251,Liar Liar,45000000.0,181410615.0,302710615, 1997,,,,,,257710615.0,572.6902555555555
708,5,Star Wars Ep. VII: The Force Awakens,306000000.0,936662225.0,2053311220, 2015,,,,,,1747311220.0,571.0167385620915
709,1758,Baby Driver,34000000.0,107825862.0,228104185, 2017,,,,,,194104185.0,570.8946617647059
710,4677,Love and Death,3000000.0,20123742.0,20123742, 1975,,,,,,17123742.0,570.7914
711,1843,The Hunt for Red October,30000000.0,120709866.0,200500000,1990,,,,,,170500000.0,568.3333333333334
712,432,The Incredibles,92000000.0,261441092.0,614726752,2004,,,,,,522726752.0,568.1812521739131
713,984,Hitch,55000000.0,177784257.0,366784257, 2005,,,,,,311784257.0,566.8804672727273
714,4216,Shine,5500000.0,35811509.0,36672493, 1996,,,,,,31172493.0,566.7726
715,3339,The Land Before Time,12300000.0,48092846.0,81972846, 1988,,,,,,69672846.0,566.4459024390244
716,2407,The Game Plan,22000000.0,90648202.0,146590987, 2007,,,,,,124590987.0,566.3226681818182
717,237,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047, 2013,,,,,,734868047.0,565.2831130769231
718,3346,The Golden Child,12000000.0,79817937.0,79817937, 1986,,,,,,67817937.0,565.149475
719,4121,Caddyshack,6000000.0,39846344.0,39846344, 1980,,,,,,33846344.0,564.1057333333333
720,3499,Sultan,11000000.0,5599781.0,72989781,2016,,,,,,61989781.0,563.5434636363636
721,3877,That Awkward Moment,8000000.0,26068955.0,53068955, 2014,,,,,,45068955.0,563.3619375000001
722,1084,22 Jump Street,50000000.0,191719337.0,331333876, 2014,,,,,,281333876.0,562.6677520000001
723,1641,The English Patient,35000000.0,78716374.0,231710008, 1996,,,,,,196710008.0,562.0285942857142
724,2555,Babel,20000000.0,34302837.0,132121212, 2006,,,,,,112121212.0,560.6060600000001
725,2505,School of Rock,20000000.0,81261177.0,131944672,2003,,,,,,111944672.0,559.72336
726,693,Cars,70000000.0,244082982.0,461651246,2006,,,,,,391651246.0,559.5017799999999
727,982,Alvin and the Chipmunks,55000000.0,217326974.0,362605033, 2007,,,,,,307605033.0,559.2818781818182
728,1841,The Vow,30000000.0,125014030.0,197618160, 2012,,,,,,167618160.0,558.7271999999999
729,2381,Kari gurashi no Arietti,23000000.0,19192510.0,151496097, 2012,,,,,,128496097.0,558.6786826086956
730,3003,Heaven Can Wait,15000000.0,98800000.0,98800000, 1978,,,,,,83800000.0,558.6666666666667
731,1884,Wallace & Gromit: The Curse of the Were-Rabbit,30000000.0,56068547.0,197593152,2005,,,,,,167593152.0,558.64384
732,4895,To Kill A Mockingbird,2000000.0,13129846.0,13129846, 1962,,,,,,11129846.0,556.4923
733,2180,No Country for Old Men,25000000.0,74273505.0,164035753,2007,,,,,,139035753.0,556.143012
734,3556,"Love, Simon",10000000.0,40826341.0,65520633, 2018,,,,,,55520633.0,555.20633
735,4129,National Lampoonâs Van Wilder,6000000.0,21305259.0,39241323,2002,,,,,,33241323.0,554.02205
736,4087,The Four Seasons,6500000.0,42488161.0,42488161, 1981,,,,,,35988161.0,553.6640153846154
737,3867,Stand by Me,8000000.0,52287414.0,52287414,1986,,,,,,44287414.0,553.592675
738,0,Avatar,425000000.0,760507625.0,2776345279, 2009,,,,,,2351345279.0,553.2577127058823
739,2946,Vicky Cristina Barcelona,16000000.0,23216709.0,104504817, 2008,,,,,,88504817.0,553.15510625
740,438,Men in Black,90000000.0,250690539.0,587790539,1997,,,,,,497790539.0,553.1005988888888
741,2334,Rocky Balboa,24000000.0,70269899.0,156229050, 2006,,,,,,132229050.0,550.954375
742,1243,My Best Friend's Wedding,46000000.0,126813153.0,298923419, 1997,,,,,,252923419.0,549.8335195652173
743,4678,Friday the 13th Part VI: Jason Lives,3000000.0,19472057.0,19472057,1986,,,,,,16472057.0,549.0685666666667
744,2014,Walk the Line,29000000.0,119519402.0,187707495, 2005,,,,,,158707495.0,547.2672241379311
745,2871,Sideways,17000000.0,71502303.0,109793192, 2004,,,,,,92793192.0,545.842305882353
746,1379,American Hustle,40000000.0,150117807.0,257878294, 2013,,,,,,217878294.0,544.695735
747,1342,The Firm,42000000.0,158340892.0,270340892, 1993,,,,,,228340892.0,543.6687904761905
748,3348,Barbershop,12000000.0,75781642.0,77063461, 2002,,,,,,65063461.0,542.1955083333334
749,980,Zhuo yao ji,56000000.0,32766.0,359495591, 2016,,,,,,303495591.0,541.9564124999999
750,95,Captain Marvel,175000000.0,426525952.0,1123061550,2019,,,,,,948061550.0,541.7494571428572
751,1380,John Wick: Chapter 3 â Parabellum,40000000.0,141744320.0,256498033, 2019,,,,,,216498033.0,541.2450825
752,4196,Emma,5900000.0,22231658.0,37831658,1996,,,,,,31931658.0,541.2145423728814
753,4679,Martin Lawrence Live: RunTelDat,3000000.0,19184820.0,19184820,2002,,,,,,16184820.0,539.494
754,4072,House at the End of the Street,6900000.0,31611916.0,44103982, 2012,,,,,,37203982.0,539.1881449275362
755,1848,The Addams Family,30000000.0,113502246.0,191502246, 1991,,,,,,161502246.0,538.34082
756,3759,It's a Mad Mad Mad Mad World,9400000.0,46300000.0,60000000,1963,,,,,,50600000.0,538.2978723404256
757,4489,The Last Exorcism Part II,4000000.0,15179303.0,25448707,2013,,,,,,21448707.0,536.217675
758,5435,Wordplay,500000.0,3121270.0,3177636, 2006,,,,,,2677636.0,535.5272
759,3870,You Got Served,8000000.0,40066497.0,50811858, 2004,,,,,,42811858.0,535.148225
760,3545,She's All That,10000000.0,63465522.0,63465522, 1999,,,,,,53465522.0,534.65522
761,3483,Saw VI,11000000.0,27693292.0,69752402, 2009,,,,,,58752402.0,534.1127454545455
762,4648,A Christmas Story,3250000.0,20605209.0,20605209, 1983,,,,,,17355209.0,534.0064307692307
763,694,Alvin and the Chipmunks: The Squeakquel,70000000.0,219614612.0,443483213, 2009,,,,,,373483213.0,533.5474471428571
764,3570,Devil,10000000.0,33679655.0,63354114, 2010,,,,,,53354114.0,533.54114
765,3547,Madea's Family Reunion,10000000.0,63257940.0,63320521, 2006,,,,,,53320521.0,533.2052100000001
766,3233,The Ten Commandments,13500000.0,85400591.0,85434516,1956,,,,,,71934516.0,532.8482666666667
767,987,Pocahontas,55000000.0,141579773.0,347100000, 1995,,,,,,292100000.0,531.090909090909
768,315,Gravity,110000000.0,274092705.0,693698673,2013,,,,,,583698673.0,530.6351572727273
769,5359,Welcome to the Dollhouse,800000.0,4198137.0,5034794, 1996,,,,,,4234794.0,529.34925
770,994,Murder on the Orient Express,55000000.0,102826543.0,345922730, 2017,,,,,,290922730.0,528.9504181818182
771,157,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457, 2007,,,,,,793076457.0,528.717638
772,1088,As Good as it Gets,50000000.0,148478011.0,314111923, 1997,,,,,,264111923.0,528.223846
773,3752,Next Friday,9500000.0,57176582.0,59675307, 2000,,,,,,50175307.0,528.1611263157895
774,2859,Hoodwinked,17500000.0,51386611.0,109843390, 2006,,,,,,92343390.0,527.6765142857143
775,3038,The Favourite,15000000.0,34366783.0,94113929, 2018,,,,,,79113929.0,527.4261933333333
776,3574,How to Be a Latin Lover,10000000.0,32149404.0,62556228, 2017,,,,,,52556228.0,525.56228
777,1639,What Happens in Vegas...,35000000.0,80277646.0,218535708,2008,,,,,,183535708.0,524.3877371428572
778,3004,The Color Purple,15000000.0,93589701.0,93589701, 1985,,,,,,78589701.0,523.9313400000001
779,4570,Network,3800000.0,23689877.0,23689877,1976,,,,,,19889877.0,523.4178157894737
780,5072,Kissing Jessica Stein,1500000.0,7025722.0,9345061, 2002,,,,,,7845061.0,523.0040666666666
781,4302,Spring Breakers,5000000.0,14124286.0,31149251, 2013,,,,,,26149251.0,522.98502
782,3361,Jackie Brown,12000000.0,39673162.0,74727492, 1997,,,,,,62727492.0,522.7291
783,4859,Do You Believe?,2300000.0,12985600.0,14304931, 2015,,,,,,12004931.0,521.9535217391305
784,43,Incredibles 2,200000000.0,608581744.0,1242520711, 2018,,,,,,1042520711.0,521.2603555000001
785,3349,WarGames,12000000.0,74433837.0,74433837,1983,,,,,,62433837.0,520.281975
786,3020,BlacKkKlansman,15000000.0,49275340.0,93017335, 2018,,,,,,78017335.0,520.1155666666667
787,2120,Freaky Friday,26000000.0,110222438.0,160822438,2003,,,,,,134822438.0,518.5478384615385
788,3569,"Everything, Everything",10000000.0,34121140.0,61603136, 2017,,,,,,51603136.0,516.0313600000001
789,2166,Ride Along,25000000.0,134202565.0,153733800, 2014,,,,,,128733800.0,514.9352
790,264,The Da Vinci Code,125000000.0,217536138.0,767820459, 2006,,,,,,642820459.0,514.2563672
791,2371,Bad Boys,23000000.0,65647413.0,141247413,1995,,,,,,118247413.0,514.1191869565217
792,261,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131, 2014,,,,,,641575131.0,513.2601048
793,238,Harry Potter and the Prisoner of Azkaban,130000000.0,249757726.0,796907323,2004,,,,,,666907323.0,513.005633076923
794,3853,Yeh Jawaani Hai Deewani,8300000.0,3827466.0,50827466, 2013,,,,,,42527466.0,512.3791084337349
795,2509,Mortal Kombat,20000000.0,70433227.0,122133227, 1995,,,,,,102133227.0,510.66613500000005
796,1398,Back to the Future Part III,40000000.0,88055283.0,244088654, 1990,,,,,,204088654.0,510.221635
797,2182,Chocolat,25000000.0,71309760.0,152500343, 2000,,,,,,127500343.0,510.00137199999995
798,224,"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737, 2012,,,,,,693524737.0,509.1958421439061
799,47,Iron Man 3,200000000.0,408992272.0,1215392272,2013,,,,,,1015392272.0,507.696136
800,1633,Horrible Bosses,35000000.0,117538559.0,212417601,2011,,,,,,177417601.0,506.90743142857144
801,345,The Martian,108000000.0,228433663.0,655271443,2015,,,,,,547271443.0,506.7328175925926
802,4305,Shaun of the Dead,5000000.0,13542874.0,30332385, 2004,,,,,,25332385.0,506.6477
803,1852,The First Wives Club,30000000.0,105489203.0,181489203, 1996,,,,,,151489203.0,504.96401000000003
804,835,Gone Girl,61000000.0,167767189.0,368567189,2014,,,,,,307567189.0,504.20850655737706
805,1762,Gake no ue no Ponyo,34000000.0,15090399.0,205312666, 2009,,,,,,171312666.0,503.86078235294116
806,5243,Frozen River,1000000.0,2511476.0,6030129,2008,,,,,,5030129.0,503.01289999999995
807,5493,Straight out of Brooklyn,450000.0,2712293.0,2712293,1991,,,,,,2262293.0,502.73177777777784
808,4110,Gomorra,6200000.0,1579146.0,37339594, 2009,,,,,,31139594.0,502.25151612903227
809,4426,Fast Times at Ridgemont High,4500000.0,27092880.0,27092880, 1982,,,,,,22592880.0,502.064
810,4636,Margin Call,3400000.0,5353586.0,20433227, 2011,,,,,,17033227.0,500.9772647058823
811,985,Meet the Parents,55000000.0,166225040.0,330425040,2000,,,,,,275425040.0,500.7728
812,4071,Pale Rider,6900000.0,41410568.0,41410568, 1985,,,,,,34510568.0,500.15315942028985
813,5467,Feng kuang de shi tou,500000.0,0.0,3000000, 2006,,,,,,2500000.0,500.0
814,3936,Welcome to Dongmakgol,8000000.0,0.0,48000000, 2005,,,,,,40000000.0,500.0
815,5068,Mr. Smith Goes To Washington,1500000.0,9000000.0,9000000, 1939,,,,,,7500000.0,500.0
816,1369,8 Mile,41000000.0,116724075.0,245768384,2002,,,,,,204768384.0,499.4350829268293
817,4278,The Strangers: Prey at Night,5000000.0,24431472.0,29960051,2018,,,,,,24960051.0,499.20102
818,536,Bruce Almighty,81000000.0,242704995.0,484468608, 2003,,,,,,403468608.0,498.1093925925926
819,158,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794, 2005,,,,,,747099794.0,498.0665293333334
820,3878,Shutter,8000000.0,25928550.0,47782426, 2008,,,,,,39782426.0,497.280325
821,2183,No Strings Attached,25000000.0,70662220.0,149228078, 2011,,,,,,124228078.0,496.912312
822,852,Goldeneye,60000000.0,106429941.0,356429941, 1995,,,,,,296429941.0,494.04990166666664
823,773,Ice Age,65000000.0,176387405.0,386116343, 2002,,,,,,321116343.0,494.0251430769231
824,2506,Disturbia,20000000.0,80818974.0,118537627, 2007,,,,,,98537627.0,492.68813500000005
825,3180,The Possession,14000000.0,49130588.0,82925064, 2012,,,,,,68925064.0,492.32188571428577
826,3833,Nightcrawler,8500000.0,32381218.0,50334418, 2014,,,,,,41834418.0,492.16962352941175
827,218,Spider-Man,139000000.0,403706375.0,821706375,2002,,,,,,682706375.0,491.1556654676259
828,2757,The Amityville Horror,18500000.0,65233369.0,109175673, 2005,,,,,,90675673.0,490.13877297297296
829,1844,Lee Daniels' The Butler,30000000.0,116632095.0,177025498, 2013,,,,,,147025498.0,490.08499333333333
830,5376,Safety Not Guaranteed,750000.0,4010957.0,4422318,2012,,,,,,3672318.0,489.64239999999995
831,1851,Analyze This,30000000.0,106885658.0,176885658,1999,,,,,,146885658.0,489.61886000000004
832,3561,Jeepers Creepers,10000000.0,37904175.0,58939035, 2001,,,,,,48939035.0,489.39035
833,5236,20 Feet From Stardom,1000000.0,4946250.0,5892466, 2013,,,,,,4892466.0,489.2466
834,4802,Ida,2600000.0,3827060.0,15298355,2014,,,,,,12698355.0,488.39826923076924
835,1702,Bridget Jonesâs Baby,35000000.0,24139805.0,205822688, 2016,,,,,,170822688.0,488.0648228571428
836,541,Hotel Transylvania 2,80000000.0,169700110.0,469500298, 2015,,,,,,389500298.0,486.8753725
837,3062,Match Point,15000000.0,23089926.0,87973835, 2005,,,,,,72973835.0,486.49223333333333
838,4776,Central do Brasil,2900000.0,5969553.0,17006158, 1998,,,,,,14106158.0,486.4192413793104
839,4681,Cat on a Hot Tin Roof,3000000.0,17570324.0,17570324, 1958,,,,,,14570324.0,485.67746666666665
840,5238,An Inconvenient Sequel,1000000.0,3496795.0,5839322, 2017,,,,,,4839322.0,483.9322
841,2401,1408,22500000.0,71985628.0,131263370, 2007,,,,,,108763370.0,483.39275555555554
842,5162,The Trouble with Harry,1200000.0,7000000.0,7000000,1955,,,,,,5800000.0,483.3333333333333
843,5161,Strangers on a Train,1200000.0,7000000.0,7000000,1951,,,,,,5800000.0,483.3333333333333
